id,is_flawed,known_errors,topic,target_concept,question,response_options,expected_revision_question,expected_revision_response_options,revision_notes,difficulty,item_format,source_seed_id,benchmark_version,v3_cleanup_replacement,v3_cleanup_reason
gold-200-rewritten-160,True,too_many_scale_points,university life,satisfaction with examination scheduling,"For this semester’s exam schedule, choose a number from 0 to 40 to show your satisfaction.","[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40""]",How satisfied or dissatisfied are you with the scheduling of exams this semester?,"[""Very dissatisfied"", ""Somewhat dissatisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat satisfied"", ""Very satisfied""]","[""Use a simpler scale with clear verbal categories.""]",obvious,numeric_ranges,candidate-v1-single-too-many-scale-points-021,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-161,True,polarity_mismatch,health,concern about medication side effects,Please rate your concern about side effects of your current medication.,"[""Very satisfied"", ""Somewhat satisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat dissatisfied"", ""Very dissatisfied"", ""Not applicable""]",How concerned are you about side effects of your current medication?,"[""Not at all concerned"", ""Slightly concerned"", ""Moderately concerned"", ""Very concerned"", ""Extremely concerned"", ""Not applicable""]","[""Use concern response options rather than satisfaction options.""]",realistic,ordinal_categories,candidate-v1-single-polarity-mismatch-003,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-162,True,polarity_mismatch,university life,satisfaction with password-reset process,Please rate your satisfaction with the password-reset process for university accounts.,"[""Very unsafe"", ""Somewhat unsafe"", ""Neither safe nor unsafe"", ""Somewhat safe"", ""Very safe""]",How satisfied or dissatisfied are you with the password-reset process for university accounts?,"[""Very dissatisfied"", ""Somewhat dissatisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat satisfied"", ""Very satisfied"", ""Not applicable""]","[""Align the response scale with satisfaction, not perceived safety.""]",borderline,ordinal_categories,candidate-v1-single-polarity-mismatch-008,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-163,True,polarity_mismatch,environment,support for tree planting on streets,Do you support or oppose planting more street trees?,"[""Very worried"", ""Somewhat worried"", ""Neither worried nor unworried"", ""Somewhat unworried"", ""Very unworried""]",To what extent do you support or oppose planting more street trees?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]","[""Use support-oppose options for a policy preference.""]",obvious,support_oppose,candidate-v1-single-polarity-mismatch-009,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-164,True,polarity_mismatch,work,frequency of receiving feedback,"At your workplace, how often are you given feedback on your work?","[""Very useful"", ""Somewhat useful"", ""Neither useful nor useless"", ""Somewhat useless"", ""Very useless""]",How often do you receive feedback on your work?,"[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Very often"", ""Not applicable""]","[""Use frequency categories for a frequency question.""]",realistic,frequency,candidate-v1-single-polarity-mismatch-005,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-165,True,polarity_mismatch,education,difficulty of registering for required courses,How difficult was it to register for required courses this semester?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]",How easy or difficult was it to register for required courses this semester?,"[""Very difficult"", ""Somewhat difficult"", ""Neither easy nor difficult"", ""Somewhat easy"", ""Very easy"", ""Not applicable""]","[""Replace policy preference options with difficulty options.""]",borderline,ordinal_categories,candidate-v1-single-polarity-mismatch-004,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-166,True,polarity_mismatch,public services,trust in emergency alert messages,Please rate your trust in emergency alert messages from public authorities.,"[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Always""]",How much do you trust or distrust emergency alert messages from public authorities?,"[""Strongly distrust"", ""Somewhat distrust"", ""Neither trust nor distrust"", ""Somewhat trust"", ""Strongly trust""]","[""Use a trust scale rather than frequency options.""]",obvious,ordinal_categories,candidate-v1-single-polarity-mismatch-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-167,True,polarity_mismatch,family/household,fairness of dividing elder-care tasks,Rate the fairness of how elder-care tasks are shared in your household.,"[""Very concerned"", ""Somewhat concerned"", ""Moderately concerned"", ""Slightly concerned"", ""Not at all concerned"", ""Not applicable""]",How fair or unfair is the division of elder-care tasks in your household?,"[""Very unfair"", ""Somewhat unfair"", ""Neither fair nor unfair"", ""Somewhat fair"", ""Very fair"", ""Not applicable""]","[""Align the answer categories with fairness.""]",realistic,ordinal_categories,candidate-v1-single-polarity-mismatch-010,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-168,True,polarity_mismatch,media/culture,importance of local cultural venues,How important are local cultural venues for your community?,"[""Very dissatisfied"", ""Somewhat dissatisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat satisfied"", ""Very satisfied""]",How important or unimportant are local cultural venues for your community?,"[""Very unimportant"", ""Somewhat unimportant"", ""Neither important nor unimportant"", ""Somewhat important"", ""Very important""]","[""Use importance labels rather than satisfaction labels.""]",borderline,ordinal_categories,candidate-v1-single-polarity-mismatch-011,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-169,True,leading_question;unbalanced_scale,politics/public policy,support for free annual health checks,"Everyone benefits when diseases are caught early, so how strongly do you favor free annual health checks?","[""Strongly favor"", ""Favor"", ""Somewhat favor"", ""Neutral"", ""Oppose""]",To what extent do you support or oppose offering free annual health checks?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]","[""Remove the leading rationale."", ""Balance support and opposition options.""]",obvious,support_oppose,candidate-v1-multi-leading-question-unbalanced-scale-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-170,True,leading_question;unbalanced_scale,politics/public policy,support for a city tree-planting levy,"Since more trees obviously make neighborhoods better, how positive are you about a small tree-planting levy?","[""Very positive"", ""Positive"", ""Somewhat positive"", ""Neutral"", ""Negative""]",To what extent do you support or oppose a small levy for planting street trees?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]","[""Remove the one-sided justification."", ""Use symmetric response categories.""]",realistic,support_oppose,candidate-v1-multi-leading-question-unbalanced-scale-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-171,True,double_barreled;leading_question,public services,views on online forms and service-office staff,"Given that digital services save everyone time, how satisfied are you with online government forms and the helpfulness of service-office staff?","[""Very dissatisfied"", ""Somewhat dissatisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat satisfied"", ""Very satisfied""]",How satisfied or dissatisfied are you with online government forms?,"[""Very dissatisfied"", ""Somewhat dissatisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat satisfied"", ""Very satisfied""]","[""Remove the leading preface."", ""Split online forms from staff helpfulness.""]",borderline,ordinal_categories,candidate-v1-multi-double-barreled-leading-question-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-172,True,double_barreled;leading_question,mobility,views on cycle lanes and parking prices,"Because sustainable travel is important, should the city improve cycle lanes and raise parking prices?","[""Yes"", ""No""]",To what extent do you support or oppose improving cycle lanes?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]","[""Remove the leading sustainability cue."", ""Ask the cycle-lane and parking-price proposals separately.""]",obvious,binary_yes_no,candidate-v1-multi-double-barreled-leading-question-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-173,True,incomplete_options;non_exclusive_options,work,weekly remote-work days,How many days did you work remotely last week?,"[""0-1 days"", ""1-3 days"", ""3-5 days""]",How many days did you work remotely last week?,"[""0 days"", ""1-2 days"", ""3-4 days"", ""5 days"", ""Not applicable""]","[""Add omitted categories such as 5 days and not applicable."", ""Remove overlapping endpoints.""]",realistic,numeric_ranges,candidate-v1-multi-incomplete-options-non-exclusive-options-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-174,True,incomplete_options;non_exclusive_options,finances,monthly rent payment amount,How much rent did your household pay last month?,"[""0-500 euros"", ""500-1000 euros"", ""1000-1500 euros""]",How much rent did your household pay last month?,"[""No rent paid"", ""Less than 500 euros"", ""500-999 euros"", ""1,000-1,499 euros"", ""1,500 euros or more"", ""Prefer not to say""]","[""Include no-rent, high-rent, and nonresponse categories."", ""Make ranges mutually exclusive.""]",borderline,numeric_ranges,candidate-v1-multi-incomplete-options-non-exclusive-options-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-175,True,agree_disagree_scale;negative_wording,education,clarity of grading criteria,Please indicate whether you disagree that the grading criteria were not unclear.,"[""Strongly disagree"", ""Somewhat disagree"", ""Neither agree nor disagree"", ""Somewhat agree"", ""Strongly agree""]",How clear or unclear were the grading criteria for this course?,"[""Very unclear"", ""Somewhat unclear"", ""Neither clear nor unclear"", ""Somewhat clear"", ""Very clear"", ""Not applicable""]","[""Avoid agree-disagree translation."", ""Remove the confusing negation.""]",obvious,likert_agreement,candidate-v1-multi-agree-disagree-scale-negative-wording-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-176,True,agree_disagree_scale;negative_wording,technology,ease of opting out of data sharing,Please indicate agreement or disagreement with this statement: it is not difficult to opt out of app data sharing.,"[""Strongly disagree"", ""Somewhat disagree"", ""Neither agree nor disagree"", ""Somewhat agree"", ""Strongly agree""]",How easy or difficult is it to opt out of app data sharing?,"[""Very difficult"", ""Somewhat difficult"", ""Neither easy nor difficult"", ""Somewhat easy"", ""Very easy"", ""Not sure""]","[""Use an item-specific ease-difficulty scale."", ""Avoid negative wording in the statement.""]",realistic,likert_agreement,candidate-v1-multi-agree-disagree-scale-negative-wording-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-177,True,loaded_question;sensitive_topic_direct,sensitive behaviors,interference with attendance after using drugs not legally available to respondent,How much did using drugs not legally available to you interfere with your class or work attendance during the last 12 months?,"[""I did not use drugs not legally available to me"", ""Not at all"", ""A little"", ""A moderate amount"", ""A great deal"", ""Prefer not to answer""]","This item is optional. During the last 12 months, did you use drugs not legally available to you? If yes, how much, if at all, did this interfere with your class or work attendance?","[""No, did not use drugs not legally available to me"", ""Yes, not at all"", ""Yes, a little"", ""Yes, a moderate amount"", ""Yes, a great deal"", ""Prefer not to answer""]","[""Do not presume the behavior occurred before asking about interference."", ""Introduce the sensitive item as optional and retain a prefer-not-to-answer path.""]",borderline,filter_question,candidate-v1-multi-loaded-question-sensitive-topic-direct-001,final_gold_200_unique_v3_pure_loaded,True,"loaded_question purity: remove incomplete-options contamination by making the loaded premise stem-based and adding neutral, no-event, open, or balanced response paths."
gold-200-rewritten-178,True,loaded_question;sensitive_topic_direct,education,perceived academic effect of paying someone to complete coursework,How much did paying someone to complete coursework for you improve your academic results this year?,"[""I did not pay someone to complete coursework for me"", ""Not at all"", ""A little"", ""A moderate amount"", ""A great deal"", ""Prefer not to answer""]","This item is optional. This academic year, did you pay someone to complete coursework for you? If yes, how much, if at all, did this affect your academic results?","[""No, did not pay someone to complete coursework"", ""Yes, not at all"", ""Yes, a little"", ""Yes, a moderate amount"", ""Yes, a great deal"", ""Prefer not to answer""]","[""Do not presume the behavior occurred or that it improved grades."", ""Reduce sensitivity by making the item optional and allowing refusal.""]",obvious,filter_question,candidate-v1-multi-loaded-question-sensitive-topic-direct-002,final_gold_200_unique_v3_pure_loaded,True,"loaded_question purity: remove incomplete-options contamination by making the loaded premise stem-based and adding neutral, no-event, open, or balanced response paths."
gold-200-rewritten-179,True,missing_scale_labels;too_many_scale_points,university life,stress about exam scheduling,How stressful is the exam schedule this semester?,"[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30""]",How stressful is the exam schedule this semester?,"[""Not at all stressful"", ""Slightly stressful"", ""Moderately stressful"", ""Very stressful"", ""Extremely stressful""]","[""Reduce the excessive number of scale points."", ""Use labeled categories rather than unlabeled numbers.""]",realistic,numeric_ranges,candidate-v1-multi-missing-scale-labels-too-many-scale-points-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-180,True,missing_scale_labels;too_many_scale_points,public services,ease of understanding tax letters,How easy is it to understand tax letters from public offices?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25""]",How easy or difficult is it to understand tax letters from public offices?,"[""Very difficult"", ""Somewhat difficult"", ""Neither easy nor difficult"", ""Somewhat easy"", ""Very easy""]","[""Replace the 25-point unlabeled scale."", ""Add verbal labels to show direction and meaning.""]",borderline,numeric_ranges,candidate-v1-multi-missing-scale-labels-too-many-scale-points-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-181,True,negative_wording;polarity_mismatch,environment,concern about not reducing household energy use,How unconcerned are you about not reducing household energy use?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]",How concerned are you about your household’s energy use?,"[""Not at all concerned"", ""Slightly concerned"", ""Moderately concerned"", ""Very concerned"", ""Extremely concerned""]","[""Remove the negative wording."", ""Use concern options rather than support-oppose options.""]",obvious,support_oppose,candidate-v1-multi-negative-wording-polarity-mismatch-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-182,True,negative_wording;polarity_mismatch,health,ease of not missing medication doses,How easy is it for you not to avoid missing medication doses?,"[""Very satisfied"", ""Somewhat satisfied"", ""Neither satisfied nor dissatisfied"", ""Somewhat dissatisfied"", ""Very dissatisfied"", ""Not applicable""]",How easy or difficult is it for you to take medication as prescribed?,"[""Very difficult"", ""Somewhat difficult"", ""Neither easy nor difficult"", ""Somewhat easy"", ""Very easy"", ""Not applicable""]","[""Remove the double negative."", ""Use ease-difficulty categories instead of satisfaction categories.""]",realistic,ordinal_categories,candidate-v1-multi-negative-wording-polarity-mismatch-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-183,True,non_exclusive_options;open_closed_mismatch,mobility,reasons for choosing car travel,Please describe why you usually travel by car.,"[""0-15 minutes"", ""15-30 minutes"", ""30-60 minutes"", ""60 minutes or more""]",What is the main reason you usually travel by car?,"[""Fastest option"", ""Cheapest option"", ""No suitable public transport"", ""Need to carry items or accompany others"", ""Health or mobility reason"", ""Other"", ""I do not usually travel by car""]","[""Closed options do not match an open narrative request."", ""Replace overlapping time ranges with relevant reason categories.""]",borderline,open_ended,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-184,True,non_exclusive_options;open_closed_mismatch,family/household,reason for using paid childcare,"In your own words, why do you use paid childcare?","[""0-5 hours"", ""5-10 hours"", ""10-20 hours"", ""20 or more hours""]",What is the main reason your household uses paid childcare?,"[""Work or study schedule"", ""Child development or socialization"", ""No unpaid care available"", ""Respite or personal time"", ""Other"", ""Do not use paid childcare""]","[""The response categories measure hours rather than reasons."", ""They are closed and have overlapping boundaries despite an open request.""]",obvious,open_ended,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-185,True,open_closed_mismatch;loaded_question,technology,reason for bypassing privacy settings,Why did you bypass the privacy settings in your most-used app?,"[""I did not bypass privacy settings"", ""Settings were too complicated"", ""Wanted faster access"", ""Did not think the settings mattered"", ""Other reason""]","Have you ever changed or bypassed privacy settings in your most-used app? If yes, what was the main reason?","[""No, did not change or bypass privacy settings"", ""Yes, settings were too complicated"", ""Yes, wanted faster access"", ""Yes, did not think the settings mattered"", ""Yes, other reason"", ""Not sure""]","[""The original assumes the behavior occurred."", ""The wording asks an open why-question while forcing a closed list; revise to a filtered closed-ended item.""]",realistic,open_ended,candidate-v1-multi-open-closed-mismatch-loaded-question-001,final_gold_200_unique_v3_pure_loaded,True,"loaded_question purity: remove incomplete-options contamination by making the loaded premise stem-based and adding neutral, no-event, open, or balanced response paths."
gold-200-rewritten-186,True,open_closed_mismatch;loaded_question,work,reason for missing mandatory workplace training,Explain why you skipped mandatory workplace training this year.,"[""I did not skip mandatory workplace training"", ""Scheduling conflict"", ""Workload was too high"", ""Forgot"", ""Training seemed not useful"", ""Other reason"", ""Not applicable""]","This year, did you miss any mandatory workplace training? If yes, what was the main reason?","[""No, did not miss mandatory workplace training"", ""Yes, scheduling conflict"", ""Yes, workload was too high"", ""Yes, forgot"", ""Yes, training seemed not useful"", ""Yes, other reason"", ""Not applicable""]","[""Add a filter because missing training is assumed."", ""Align the closed categories with a closed-ended request rather than an open-ended explain prompt.""]",borderline,open_ended,candidate-v1-multi-open-closed-mismatch-loaded-question-002,final_gold_200_unique_v3_pure_loaded,True,"loaded_question purity: remove incomplete-options contamination by making the loaded premise stem-based and adding neutral, no-event, open, or balanced response paths."
gold-200-rewritten-187,True,polarity_mismatch;incomplete_options,media/culture,frequency of attending local events,"During the last 3 months, how often did you attend local cultural events?","[""Very satisfied"", ""Somewhat satisfied"", ""Neither satisfied nor dissatisfied""]",How often did you attend local cultural events in the last 3 months?,"[""Not at all"", ""Once"", ""2-3 times"", ""4 or more times""]","[""Use frequency categories rather than satisfaction categories."", ""Include the full range of plausible attendance frequencies.""]",obvious,ordinal_categories,candidate-v1-multi-polarity-mismatch-incomplete-options-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-188,True,polarity_mismatch;incomplete_options,education,support needed for online exams,Which type of support would help you most during online exams?,"[""Very easy"", ""Somewhat easy"", ""Neither easy nor difficult""]",Which type of support would help you most during online exams?,"[""Technical support"", ""Clearer instructions"", ""Practice exam environment"", ""Extra time or accessibility support"", ""No support needed"", ""Other""]","[""Response options are on the wrong dimension."", ""Add relevant support categories and residual choices.""]",realistic,ordinal_categories,candidate-v1-multi-polarity-mismatch-incomplete-options-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-189,True,recall_error;double_barreled,health,exercise frequency and sleep quality,"Across the past year, how many times did you exercise for at least 30 minutes and sleep well that night?","[""0 times"", ""1-20 times"", ""21-100 times"", ""More than 100 times""]","In the past 7 days, on how many days did you exercise for at least 30 minutes?","[""0 days"", ""1-2 days"", ""3-4 days"", ""5-6 days"", ""7 days""]","[""Shorten the recall period."", ""Ask exercise separately from sleep quality.""]",borderline,frequency,candidate-v1-multi-recall-error-double-barreled-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-190,True,recall_error;double_barreled,technology,frequency of software updates and password changes,"In the last year, how many times did you install software updates and change passwords promptly?","[""0 times"", ""1-5 times"", ""6-20 times"", ""More than 20 times""]","In the last 30 days, how many times did you install software updates when prompted?","[""0 times"", ""1 time"", ""2-3 times"", ""4 or more times"", ""No prompts received""]","[""Reduce the recall period."", ""Separate update behavior from password changes.""]",obvious,frequency,candidate-v1-multi-recall-error-double-barreled-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-191,True,sensitive_topic_direct;social_desirability,finances,paying taxes accurately,Honest people report all taxable income. Did you fail to report any taxable income last year?,"[""Yes"", ""No""]","People have different experiences, and you may skip this question. Last year, did you leave any taxable income off an official tax form?","[""Yes"", ""No"", ""Prefer not to answer"", ""Not required to file taxes""]","[""Remove the moralizing cue."", ""Use a sensitive-item preface and prefer-not-to-answer option.""]",realistic,binary_yes_no,candidate-v1-multi-sensitive-topic-direct-social-desirability-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-192,True,sensitive_topic_direct;social_desirability,family/household,household conflict and responsible behavior,Responsible family members do not shout during conflicts. Did you shout at someone in your household in the last month?,"[""Yes"", ""No""]","People have different household experiences, and you may skip this question. In the last month, did you shout at someone in your household during a conflict?","[""Yes"", ""No"", ""Prefer not to answer"", ""Not applicable""]","[""Remove the social desirability pressure."", ""Add skip/nonresponse options for the sensitive conflict item.""]",borderline,binary_yes_no,candidate-v1-multi-sensitive-topic-direct-social-desirability-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-193,True,social_desirability;vague_ambiguous,environment,general eco-friendly behavior,"Thinking about daily life, how often do you behave sustainably, as everyone should?","[""Never"", ""Sometimes"", ""Always""]","During a typical week, how often do you choose a lower-waste option when one is available?","[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Very often"", ""Not applicable""]","[""Remove the normative wording."", ""Replace vague sustainability language with a specific behavior.""]",obvious,frequency,candidate-v1-multi-social-desirability-vague-ambiguous-003,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-194,True,social_desirability;vague_ambiguous,university life,being a good class participant,How often are you a good participant in seminars?,"[""Never"", ""Sometimes"", ""Always""]","During the last four seminar meetings, how often did you contribute at least one question or comment?","[""0 meetings"", ""1 meeting"", ""2 meetings"", ""3 meetings"", ""4 meetings"", ""Not applicable""]","[""Avoid socially desirable identity wording."", ""Define the behavior being measured.""]",realistic,frequency,candidate-v1-multi-social-desirability-vague-ambiguous-002,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-195,True,too_many_scale_points;agree_disagree_scale,politics/public policy,agreement about police visibility,"On a scale from 0 to 20, how much do you agree that more visible police patrols make neighborhoods safer?","[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",To what extent do you support or oppose increasing visible police patrols in your neighborhood?,"[""Strongly oppose"", ""Somewhat oppose"", ""Neither support nor oppose"", ""Somewhat support"", ""Strongly support""]","[""Avoid agree-disagree wording for a policy preference."", ""Use a simpler labeled support-oppose scale.""]",borderline,numeric_ranges,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-196,True,too_many_scale_points;agree_disagree_scale,public services,agreement about vaccination reminders,"Using the 0-30 scale, how strongly do you agree that automatic vaccination reminders are useful?","[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30""]",How useful or not useful would automatic vaccination reminders be for you?,"[""Not at all useful"", ""Slightly useful"", ""Moderately useful"", ""Very useful"", ""Extremely useful""]","[""Replace the excessive numeric scale."", ""Ask directly about perceived usefulness.""]",obvious,numeric_ranges,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-003,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-197,True,unbalanced_scale;missing_scale_labels,education,acceptability of AI grading support,How acceptable is using AI tools to support grading?,"[""1"", ""2"", ""3"", ""4"", ""5 = acceptable""]",How acceptable or unacceptable is using AI tools to support grading?,"[""1 = very unacceptable"", ""2 = somewhat unacceptable"", ""3 = neither acceptable nor unacceptable"", ""4 = somewhat acceptable"", ""5 = very acceptable""]","[""Balance positive and negative response directions."", ""Label both endpoints and the midpoint.""]",realistic,numeric_ranges,candidate-v1-multi-unbalanced-scale-missing-scale-labels-001,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-198,True,unbalanced_scale;missing_scale_labels,politics/public policy,support for lowering voting age,Please rate how much you favor lowering the voting age for local elections.,"[""1"", ""2"", ""3"", ""4"", ""5 = strongly favor""]",To what extent do you support or oppose lowering the voting age for local elections?,"[""1 = strongly oppose"", ""2 = somewhat oppose"", ""3 = neither support nor oppose"", ""4 = somewhat support"", ""5 = strongly support""]","[""Use a balanced support-oppose structure."", ""Label scale values so direction is clear.""]",borderline,numeric_ranges,candidate-v1-multi-unbalanced-scale-missing-scale-labels-003,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-199,True,vague_ambiguous;recall_error,media/culture,frequency of engaging with culture online,"Over the past year, how often did you do cultural things online?","[""Never"", ""Sometimes"", ""Often""]","In the past 30 days, how often did you watch, read, or listen to a cultural event or performance online?","[""Never"", ""Once"", ""2-3 times"", ""Weekly"", ""More than weekly""]","[""Define the vague phrase cultural things."", ""Use a shorter recall period for a repeated behavior.""]",obvious,frequency,candidate-v1-multi-vague-ambiguous-recall-error-009,final_gold_200_unique_v3_pure_loaded,,
gold-200-rewritten-200,True,vague_ambiguous;recall_error,public services,frequency of dealing with official paperwork,"Over the past year, how often did you sort out paperwork with authorities?","[""0 times"", ""1-5 times"", ""6-20 times"", ""More than 20 times""]","In the past 3 months, how many times did you submit, renew, or request an official document from a public office?","[""0 times"", ""1 time"", ""2-3 times"", ""4 or more times""]","[""Clarify what official paperwork means."", ""Shorten the recall window.""]",realistic,frequency,candidate-v1-multi-vague-ambiguous-recall-error-002,final_gold_200_unique_v3_pure_loaded,,
